UID,versionId,beginLifeSpanVersion,CountryCode,observedPropertyDeterminandBiologyEQRCode,parameterWaterBodyCategory,parameterNCSWaterBodyType,parameterWFDIntercalibrationWaterBodyType,parameterNaturalAWBHMWB,parameterICStatusOfDeterminandBiologyEQR,parameterBoundaryValueClasses12,parameterBoundaryValueClasses23,parameterBoundaryValueClasses34,parameterBoundaryValueClasses45,procedureBiologicalAnalyticalMethodDescription,resultObservationStatus,remarks,waterbaseObservationStatus,waterbaseRemarks
1087,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_124-01-6,RW,D1(P1V),RW-R-L2,natural,1,0.9,0.7,0.5,0.3,STN 757715 (including  EN 14407 ),A,,A,
1088,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_124-01-6,RW,H1(K2V),RW-R-EX4,natural,1,0.9,0.7,0.5,0.3,STN 757715 (including  EN 14407 ),A,,A,
1089,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_124-01-6,RW,I1(P1V),RW-R-E3,natural,1,0.9,0.7,0.5,0.3,STN 757715 (including  EN 14407 ),A,,A,
1090,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_124-01-6,RW,K2S,RW-R-E1,natural,1,0.9,0.7,0.5,0.3,STN 757715 (including  EN 14407 ),A,,A,
1091,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_124-01-6,RW,K3M,RW-R-E1,natural,1,0.9,0.7,0.5,0.3,STN 757715 (including  EN 14407 ),A,,A,
1092,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_124-01-6,RW,M1(P1V),RW-R-E3,natural,1,0.9,0.7,0.5,0.3,STN 757715 (including  EN 14407 ),A,,A,
1093,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_124-01-6,RW,P1S,RW-R-E2,natural,1,0.9,0.7,0.5,0.3,STN 757715 (including  EN 14407 ),A,,A,
1094,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_124-01-6,RW,P2(K3V),,natural,0,0.9,0.7,0.5,0.3,STN 757715 (including  EN 14407 ),A,without IC type,A,
1095,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_124-01-6,RW,R2(P1V),RW-R-E3,natural,1,0.9,0.7,0.5,0.3,STN 757715 (including  EN 14407 ),A,,A,
1096,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_124-01-6,RW,V1(K3V),,natural,0,0.9,0.7,0.5,0.3,STN 757715 (including  EN 14407 ),A,without IC type,A,
1097,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_124-01-6,RW,V3(P1V),RW-R-E3,natural,1,0.9,0.7,0.5,0.3,STN 757715 (including  EN 14407 ),A,,A,
1098,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_124-04-9,RW,B1(P1V),RW-R-E3,natural,1,0.9,0.7,0.5,0.3,STN 757715 (including  EN 14407 ),A,,A,
1099,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_124-04-9,RW,D1(P1V),RW-R-L2,natural,1,0.9,0.7,0.5,0.3,STN 757715 (including  EN 14407 ),A,,A,
1100,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_124-04-9,RW,H1(K2V),RW-R-EX4,natural,1,0.9,0.7,0.5,0.3,STN 757715 (including  EN 14407 ),A,,A,
1101,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_124-04-9,RW,I1(P1V),RW-R-E3,natural,1,0.9,0.7,0.5,0.3,STN 757715 (including  EN 14407 ),A,,A,
1102,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_124-04-9,RW,K2S,RW-R-E1,natural,1,0.9,0.7,0.5,0.3,STN 757715 (including  EN 14407 ),A,,A,
1103,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_124-04-9,RW,K3M,RW-R-E1,natural,1,0.9,0.7,0.5,0.3,STN 757715 (including  EN 14407 ),A,,A,
1104,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_124-04-9,RW,M1(P1V),RW-R-E3,natural,1,0.9,0.7,0.5,0.3,STN 757715 (including  EN 14407 ),A,,A,
1105,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_124-04-9,RW,P1S,RW-R-E2,natural,1,0.9,0.7,0.5,0.3,STN 757715 (including  EN 14407 ),A,,A,
1106,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_124-04-9,RW,P2(K3V),,natural,0,0.9,0.7,0.5,0.3,STN 757715 (including  EN 14407 ),A,without IC type,A,
1107,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_124-04-9,RW,R2(P1V),RW-R-E3,natural,1,0.9,0.7,0.5,0.3,STN 757715 (including  EN 14407 ),A,,A,
1108,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_124-04-9,RW,V1(K3V),,natural,0,0.9,0.7,0.5,0.3,STN 757715 (including  EN 14407 ),A,without IC type,A,
1109,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_124-04-9,RW,V3(P1V),RW-R-E3,natural,1,0.9,0.7,0.5,0.3,STN 757715 (including  EN 14407 ),A,,A,
1110,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_13-01-4,RW,B1(P1V),RW-R-E3,natural,1,0.8,0.6,0.4,0.2,"STN 757715 (combination of AQEM method, EN 27828 1998, EN ISO 9391,  EN 28265)",A,,A,
1111,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_13-01-4,RW,D1(P1V),RW-R-L2,natural,0,0.8,0.6,0.4,0.2,"STN 757715 (combination of AQEM method, EN 27828 1998, EN ISO 9391,  EN 28265)",A,in the process of intercalibration,A,
1112,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_13-01-4,RW,H1(K2V),RW-R-EX4,natural,1,0.8,0.6,0.4,0.2,"STN 757715 (combination of AQEM method, EN 27828 1998, EN ISO 9391,  EN 28265)",A,,A,
1113,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_13-01-4,RW,I1(P1V),RW-R-E3,natural,1,0.8,0.6,0.4,0.2,"STN 757715 (combination of AQEM method, EN 27828 1998, EN ISO 9391,  EN 28265)",A,,A,
1114,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_13-01-4,RW,K2S,RW-R-E1,natural,1,0.8,0.6,0.4,0.2,"STN 757715 (combination of AQEM method, EN 27828 1998, EN ISO 9391,  EN 28265)",A,,A,
1115,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_13-01-4,RW,K3M,RW-R-E1,natural,1,0.8,0.6,0.4,0.2,"STN 757715 (combination of AQEM method, EN 27828 1998, EN ISO 9391,  EN 28265)",A,,A,
1116,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_13-01-4,RW,K3S,RW-R-E1,natural,1,0.8,0.6,0.4,0.2,"STN 757715 (combination of AQEM method, EN 27828 1998, EN ISO 9391,  EN 28265)",A,,A,
1117,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_13-01-4,RW,M1(P1V),RW-R-E3,natural,1,0.8,0.6,0.4,0.2,"STN 757715 (combination of AQEM method, EN 27828 1998, EN ISO 9391,  EN 28265)",A,,A,
1118,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_13-01-4,RW,P1S,RW-R-E2,natural,1,0.8,0.6,0.4,0.2,"STN 757715 (combination of AQEM method, EN 27828 1998, EN ISO 9391,  EN 28265)",A,,A,
1119,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_13-01-4,RW,P2(K3V),,natural,0,0.8,0.6,0.4,0.2,"STN 757715 (combination of AQEM method, EN 27828 1998, EN ISO 9391,  EN 28265)",A,without IC type,A,
1120,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_13-01-4,RW,R2(P1V),RW-R-E3,natural,1,0.8,0.6,0.4,0.2,"STN 757715 (combination of AQEM method, EN 27828 1998, EN ISO 9391,  EN 28265)",A,,A,
1121,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_13-01-4,RW,V3(P1V),RW-R-E3,natural,1,0.8,0.6,0.4,0.2,"STN 757715 (combination of AQEM method, EN 27828 1998, EN ISO 9391,  EN 28265)",A,,A,
1122,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_13-02-5,RW,B1(P1V),RW-R-E3,natural,1,0.8,0.6,0.4,0.2,"STN 757715 (combination of AQEM method, EN 27828 1998, EN ISO 9391,  EN 28265)",A,,A,
1123,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_13-02-5,RW,D1(P1V),RW-R-L2,natural,0,0.8,0.6,0.4,0.2,"STN 757715 (combination of AQEM method, EN 27828 1998, EN ISO 9391,  EN 28265)",A,in the process of intercalibration,A,
1124,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_13-02-5,RW,H1(K2V),RW-R-EX4,natural,1,0.8,0.6,0.4,0.2,"STN 757715 (combination of AQEM method, EN 27828 1998, EN ISO 9391,  EN 28265)",A,,A,
1125,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_13-02-5,RW,I1(P1V),RW-R-E3,natural,1,0.8,0.6,0.4,0.2,"STN 757715 (combination of AQEM method, EN 27828 1998, EN ISO 9391,  EN 28265)",A,,A,
1126,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_13-02-5,RW,K2S,RW-R-E1,natural,1,0.8,0.6,0.4,0.2,"STN 757715 (combination of AQEM method, EN 27828 1998, EN ISO 9391,  EN 28265)",A,,A,
1127,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_13-02-5,RW,K3M,RW-R-E1,natural,1,0.8,0.6,0.4,0.2,"STN 757715 (combination of AQEM method, EN 27828 1998, EN ISO 9391,  EN 28265)",A,,A,
1128,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_13-02-5,RW,K3S,RW-R-E1,natural,1,0.8,0.6,0.4,0.2,"STN 757715 (combination of AQEM method, EN 27828 1998, EN ISO 9391,  EN 28265)",A,,A,
1129,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_13-02-5,RW,M1(P1V),RW-R-E3,natural,1,0.8,0.6,0.4,0.2,"STN 757715 (combination of AQEM method, EN 27828 1998, EN ISO 9391,  EN 28265)",A,,A,
1130,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_13-02-5,RW,P1S,RW-R-E2,natural,1,0.8,0.6,0.4,0.2,"STN 757715 (combination of AQEM method, EN 27828 1998, EN ISO 9391,  EN 28265)",A,,A,
1131,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_13-02-5,RW,P2(K3V),,natural,0,0.8,0.6,0.4,0.2,"STN 757715 (combination of AQEM method, EN 27828 1998, EN ISO 9391,  EN 28265)",A,without IC type,A,
1132,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_13-02-5,RW,R2(P1V),RW-R-E3,natural,1,0.8,0.6,0.4,0.2,"STN 757715 (combination of AQEM method, EN 27828 1998, EN ISO 9391,  EN 28265)",A,,A,
1133,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_13-02-5,RW,V3(P1V),RW-R-E3,natural,1,0.8,0.6,0.4,0.2,"STN 757715 (combination of AQEM method, EN 27828 1998, EN ISO 9391,  EN 28265)",A,,A,
1134,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_13-04-7,RW,B1(P1V),RW-R-E3,natural,1,0.8,0.6,0.4,0.2,"STN 757715 (combination of AQEM method, EN 27828 1998, EN ISO 9391,  EN 28265)",A,,A,
1135,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_13-04-7,RW,D1(P1V),RW-R-L2,natural,0,0.8,0.6,0.4,0.2,"STN 757715 (combination of AQEM method, EN 27828 1998, EN ISO 9391,  EN 28265)",A,in the process of intercalibration,A,
1136,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_13-04-7,RW,H1(K2V),RW-R-EX4,natural,1,0.8,0.6,0.4,0.2,"STN 757715 (combination of AQEM method, EN 27828 1998, EN ISO 9391,  EN 28265)",A,,A,
1137,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_13-04-7,RW,I1(P1V),RW-R-E3,natural,1,0.8,0.6,0.4,0.2,"STN 757715 (combination of AQEM method, EN 27828 1998, EN ISO 9391,  EN 28265)",A,,A,
1138,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_13-04-7,RW,K2S,RW-R-E1,natural,1,0.8,0.6,0.4,0.2,"STN 757715 (combination of AQEM method, EN 27828 1998, EN ISO 9391,  EN 28265)",A,,A,
1139,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_13-04-7,RW,K3M,RW-R-E1,natural,1,0.8,0.6,0.4,0.2,"STN 757715 (combination of AQEM method, EN 27828 1998, EN ISO 9391,  EN 28265)",A,,A,
1140,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_13-04-7,RW,K3S,RW-R-E1,natural,1,0.8,0.6,0.4,0.2,"STN 757715 (combination of AQEM method, EN 27828 1998, EN ISO 9391,  EN 28265)",A,,A,
1141,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_13-04-7,RW,M1(P1V),RW-R-E3,natural,1,0.8,0.6,0.4,0.2,"STN 757715 (combination of AQEM method, EN 27828 1998, EN ISO 9391,  EN 28265)",A,,A,
1142,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_13-04-7,RW,P1S,RW-R-E2,natural,1,0.8,0.6,0.4,0.2,"STN 757715 (combination of AQEM method, EN 27828 1998, EN ISO 9391,  EN 28265)",A,,A,
1143,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_13-04-7,RW,P2(K3V),,natural,0,0.8,0.6,0.4,0.2,"STN 757715 (combination of AQEM method, EN 27828 1998, EN ISO 9391,  EN 28265)",A,without IC type,A,
1144,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_13-04-7,RW,R2(P1V),RW-R-E3,natural,1,0.8,0.6,0.4,0.2,"STN 757715 (combination of AQEM method, EN 27828 1998, EN ISO 9391,  EN 28265)",A,,A,
1145,http://cdr.eionet.europa.eu/sk/eea/wise_soe/wise4/envvsbqmg/3_FINAL_SK_WISE-SoE_WaterQuality_Rivers_2016_BiologyEQRClassificationProcedu.xml,2016-04-07,SK,EEA_13-04-7,RW,V3(P1V),RW-R-E3,natural,1,0.8,0.6,0.4,0.2,"STN 757715 (combination of AQEM method, EN 27828 1998, EN ISO 9391,  EN 28265)",A,,A,
1146,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvxjiyw/WISE-SoE_WaterQuality_SW_2013_BiologyEQRClassificationProcedu.xml,2016-04-28,BE,EEA_124-01-6,RW,BgK,RW-R-C4,Natural,1,0.8,0.6,0.4,0.2,,,,A,
1147,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvxjiyw/WISE-SoE_WaterQuality_SW_2013_BiologyEQRClassificationProcedu.xml,2016-04-28,BE,EEA_13-01-4,RW,Rk,RW-R-C4,Natural,1,0.9,0.7,0.5,0.3,,,,A,
1152,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvxjiyw/WISE-SoE_WaterQuality_SW_2013_BiologyEQRClassificationProcedu.xml,2016-04-28,BE,EEA_13-01-4,RW,Rg_92,RW-R-C4,HMWB,1,,0.6,0.4,0.25,,,,A,
1153,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvxjiyw/WISE-SoE_WaterQuality_SW_2013_BiologyEQRClassificationProcedu.xml,2016-04-28,BE,EEA_13-01-4,RW,Rg_161,RW-R-C4,AWB,1,,0.6,0.45,0.25,,,,A,
1154,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvxjiyw/WISE-SoE_WaterQuality_SW_2013_BiologyEQRClassificationProcedu.xml,2016-04-28,BE,EEA_13-01-4,RW,Rg_82,RW-R-C4,HMWB,1,,0.65,0.45,0.3,,,,A,
1155,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvxjiyw/WISE-SoE_WaterQuality_SW_2013_BiologyEQRClassificationProcedu.xml,2016-04-28,BE,EEA_13-01-4,RW,Pb,,HMWB,0,,0.6,0.4,0.2,,,,A,
1156,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvxjiyw/WISE-SoE_WaterQuality_SW_2013_BiologyEQRClassificationProcedu.xml,2016-04-28,BE,EEA_13-01-4,RW,Rg_104,RW-R-C4,HMWB,1,,0.65,0.45,0.25,,,,A,
1157,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvxjiyw/WISE-SoE_WaterQuality_SW_2013_BiologyEQRClassificationProcedu.xml,2016-04-28,BE,EEA_124-01-6,RW,Rzg,RW-R-L2,HMWB,1,,0.6,0.4,0.2,,,,A,
1158,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvxjiyw/WISE-SoE_WaterQuality_SW_2013_BiologyEQRClassificationProcedu.xml,2016-04-28,BE,EEA_124-01-6,RW,BgK,RW-R-C4,HMWB,1,,0.6,0.4,0.2,,,,A,
1159,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvxjiyw/WISE-SoE_WaterQuality_SW_2013_BiologyEQRClassificationProcedu.xml,2016-04-28,BE,EEA_124-01-6,RW,Rg,RW-R-C4,AWB,1,,0.6,0.4,0.2,,,,A,
1161,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvxjiyw/WISE-SoE_WaterQuality_SW_2013_BiologyEQRClassificationProcedu.xml,2016-04-28,BE,EEA_13-01-4,RW,Rg_164,RW-R-C4,AWB,1,,0.65,0.45,0.3,,,,A,
1163,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvxjiyw/WISE-SoE_WaterQuality_SW_2013_BiologyEQRClassificationProcedu.xml,2016-04-28,BE,EEA_124-01-6,RW,Rg,RW-R-C4,HMWB,1,,0.6,0.4,0.2,,,,A,
1164,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvxjiyw/WISE-SoE_WaterQuality_SW_2013_BiologyEQRClassificationProcedu.xml,2016-04-28,BE,EEA_13-01-4,RW,Rg_80,RW-R-C4,HMWB,1,,0.55,0.4,0.25,,,,A,
1165,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvxjiyw/WISE-SoE_WaterQuality_SW_2013_BiologyEQRClassificationProcedu.xml,2016-04-28,BE,EEA_13-01-4,RW,Rg_93,RW-R-C4,HMWB,1,,0.6,0.4,0.25,,,,A,
1166,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvxjiyw/WISE-SoE_WaterQuality_SW_2013_BiologyEQRClassificationProcedu.xml,2016-04-28,BE,EEA_13-01-4,RW,Rg_149,RW-R-C4,AWB,1,,0.65,0.45,0.25,,,,A,
1167,http://cdr.eionet.europa.eu/be/eea/wise_soe/wise4/envvxjiyw/WISE-SoE_WaterQuality_SW_2013_BiologyEQRClassificationProcedu.xml,2016-04-28,BE,EEA_124-01-6,RW,Rg,RW-R-C4,Natural,1,0.8,0.6,0.4,0.2,,,,A,
